Q	H	num	q1	q2	q3	q4	n1	n2	n3	n4	η
3.7	41.0	3	1.2	1.2	1.2	0.0	207.15	207.15	207.15	0.00	0.00%
3.7	41.0	4	0.9	0.9	0.9	0.9	206.84	206.84	206.84	206.84	0.00%
3.7	41.5	1	3.7	0.0	0.0	0.0	212.59	0.00	0.00	0.00	0.00%
3.7	41.5	2	1.8	1.8	0.0	0.0	209.26	209.26	0.00	0.00	0.00%
3.7	41.5	3	1.2	1.2	1.2	0.0	208.51	208.51	208.51	0.00	0.00%
3.7	41.5	4	0.9	0.9	0.9	0.9	208.20	208.20	208.20	208.20	0.00%
3.7	42.0	1	3.7	0.0	0.0	0.0	213.88	0.00	0.00	0.00	0.00%
3.7	42.0	2	1.8	1.8	0.0	0.0	210.59	210.59	0.00	0.00	0.00%
3.7	42.0	3	1.2	1.2	1.2	0.0	209.86	209.86	209.86	0.00	0.00%
3.7	42.0	4	0.9	0.9	0.9	0.9	209.56	209.56	209.56	209.56	0.00%
3.7	42.5	1	3.7	0.0	0.0	0.0	215.18	0.00	0.00	0.00	0.00%
3.7	42.5	2	1.8	1.8	0.0	0.0	211.93	211.93	0.00	0.00	0.00%
3.7	42.5	3	1.2	1.2	1.2	0.0	211.21	211.21	211.21	0.00	0.00%
3.7	42.5	4	0.9	0.9	0.9	0.9	210.92	210.92	210.92	210.92	0.00%
3.7	43.0	1	3.7	0.0	0.0	0.0	216.45	0.00	0.00	0.00	0.00%
3.7	43.0	2	1.8	1.8	0.0	0.0	213.24	213.24	0.00	0.00	0.00%
3.7	43.0	3	1.2	1.2	1.2	0.0	212.55	212.55	212.55	0.00	0.00%
3.7	43.0	4	0.9	0.9	0.9	0.9	212.26	212.26	212.26	212.26	0.00%
3.7	43.5	1	3.7	0.0	0.0	0.0	217.73	0.00	0.00	0.00	0.00%
3.7	43.5	2	1.8	1.8	0.0	0.0	214.56	214.56	0.00	0.00	0.00%
3.7	43.5	3	1.2	1.2	1.2	0.0	213.88	213.88	213.88	0.00	0.00%
3.7	43.5	4	0.9	0.9	0.9	0.9	213.60	213.60	213.60	213.60	0.00%
3.7	44.0	1	3.7	0.0	0.0	0.0	219.00	0.00	0.00	0.00	0.00%
3.7	44.0	2	1.8	1.8	0.0	0.0	215.88	215.88	0.00	0.00	0.00%
3.7	44.0	3	1.2	1.2	1.2	0.0	215.20	215.20	215.20	0.00	0.00%
3.7	44.0	4	0.9	0.9	0.9	0.9	214.94	214.94	214.94	214.94	0.00%
3.7	44.5	1	3.7	0.0	0.0	0.0	220.26	0.00	0.00	0.00	0.00%
3.7	44.5	2	1.8	1.8	0.0	0.0	217.19	217.19	0.00	0.00	0.00%
3.7	44.5	3	1.2	1.2	1.2	0.0	216.53	216.53	216.53	0.00	0.00%
3.7	44.5	4	0.9	0.9	0.9	0.9	216.27	216.27	216.27	216.27	0.00%
3.7	45.0	1	3.7	0.0	0.0	0.0	221.52	0.00	0.00	0.00	0.00%
3.7	45.0	2	1.8	1.8	0.0	0.0	218.49	218.49	0.00	0.00	0.00%
3.7	45.0	3	1.2	1.2	1.2	0.0	217.85	217.85	217.85	0.00	0.00%
3.7	45.0	4	0.9	0.9	0.9	0.9	217.60	217.60	217.60	217.60	0.00%
3.7	45.5	1	3.7	0.0	0.0	0.0	222.78	0.00	0.00	0.00	0.00%
3.7	45.5	2	1.8	1.8	0.0	0.0	219.79	219.79	0.00	0.00	0.00%
3.7	45.5	3	1.2	1.2	1.2	0.0	219.16	219.16	219.16	0.00	0.00%
3.7	45.5	4	0.9	0.9	0.9	0.9	218.92	218.92	218.92	218.92	0.00%
3.7	46.0	1	3.7	0.0	0.0	0.0	224.03	0.00	0.00	0.00	0.00%
3.7	46.0	2	1.8	1.8	0.0	0.0	221.09	221.09	0.00	0.00	0.00%
3.7	46.0	3	1.2	1.2	1.2	0.0	220.48	220.48	220.48	0.00	0.00%
3.7	46.0	4	0.9	0.9	0.9	0.9	220.24	220.24	220.24	220.24	0.00%
3.7	46.5	1	3.7	0.0	0.0	0.0	225.27	0.00	0.00	0.00	0.00%
3.7	46.5	2	1.8	1.8	0.0	0.0	222.38	222.38	0.00	0.00	0.00%
3.7	46.5	3	1.2	1.2	1.2	0.0	221.78	221.78	221.78	0.00	0.00%
3.7	46.5	4	0.9	0.9	0.9	0.9	221.55	221.55	221.55	221.55	0.00%
3.7	47.0	1	3.7	0.0	0.0	0.0	226.51	0.00	0.00	0.00	0.00%
3.7	47.0	2	1.8	1.8	0.0	0.0	223.66	223.66	0.00	0.00	0.00%
3.7	47.0	3	1.2	1.2	1.2	0.0	223.08	223.08	223.08	0.00	0.00%
3.7	47.0	4	0.9	0.9	0.9	0.9	222.86	222.86	222.86	222.86	0.00%
3.7	47.5	1	3.7	0.0	0.0	0.0	227.75	0.00	0.00	0.00	0.00%
3.7	47.5	2	1.8	1.8	0.0	0.0	224.94	224.94	0.00	0.00	0.00%
3.7	47.5	3	1.2	1.2	1.2	0.0	224.38	224.38	224.38	0.00	0.00%
3.7	47.5	4	0.9	0.9	0.9	0.9	224.16	224.16	224.16	224.16	0.00%
3.7	48.0	1	3.7	0.0	0.0	0.0	228.98	0.00	0.00	0.00	0.00%
3.7	48.0	2	1.8	1.8	0.0	0.0	226.22	226.22	0.00	0.00	0.00%
3.7	48.0	3	1.2	1.2	1.2	0.0	225.67	225.67	225.67	0.00	0.00%
3.7	48.0	4	0.9	0.9	0.9	0.9	225.46	225.46	225.46	225.46	0.00%
3.7	48.5	1	3.7	0.0	0.0	0.0	230.21	0.00	0.00	0.00	0.00%
3.7	48.5	2	1.8	1.8	0.0	0.0	227.49	227.49	0.00	0.00	0.00%
3.7	48.5	3	1.2	1.2	1.2	0.0	226.95	226.95	226.95	0.00	0.00%
3.7	48.5	4	0.9	0.9	0.9	0.9	226.76	226.76	226.76	226.76	0.00%
3.7	49.0	1	3.7	0.0	0.0	0.0	231.43	0.00	0.00	0.00	0.00%
3.7	49.0	2	1.8	1.8	0.0	0.0	228.76	228.76	0.00	0.00	0.00%
3.7	49.0	3	1.2	1.2	1.2	0.0	228.23	228.23	228.23	0.00	0.00%
3.7	49.0	4	0.9	0.9	0.9	0.9	228.04	228.04	228.04	228.04	0.00%
3.7	49.5	1	3.7	0.0	0.0	0.0	232.64	0.00	0.00	0.00	0.00%
3.7	49.5	2	1.8	1.8	0.0	0.0	230.03	230.03	0.00	0.00	0.00%
3.7	49.5	3	1.2	1.2	1.2	0.0	229.51	229.51	229.51	0.00	0.00%
3.7	49.5	4	0.9	0.9	0.9	0.9	229.33	229.33	229.33	229.33	0.00%
3.7	50.0	1	3.7	0.0	0.0	0.0	233.86	0.00	0.00	0.00	0.00%
3.7	50.0	2	1.8	1.8	0.0	0.0	231.28	231.28	0.00	0.00	0.00%
3.7	50.0	3	1.2	1.2	1.2	0.0	230.78	230.78	230.78	0.00	0.00%
3.7	50.0	4	0.9	0.9	0.9	0.9	230.61	230.61	230.61	230.61	0.00%
3.7	50.5	1	3.7	0.0	0.0	0.0	235.06	0.00	0.00	0.00	0.00%
3.7	50.5	2	1.8	1.8	0.0	0.0	232.53	232.53	0.00	0.00	0.00%
3.7	50.5	3	1.2	1.2	1.2	0.0	232.05	232.05	232.05	0.00	0.00%
3.7	50.5	4	0.9	0.9	0.9	0.9	231.88	231.88	231.88	231.88	0.00%
3.7	51.0	1	3.7	0.0	0.0	0.0	236.26	0.00	0.00	0.00	0.00%
3.7	51.0	2	1.8	1.8	0.0	0.0	233.78	233.78	0.00	0.00	0.00%
3.7	51.0	3	1.2	1.2	1.2	0.0	233.31	233.31	233.31	0.00	0.00%
3.7	51.0	4	0.9	0.9	0.9	0.9	233.15	233.15	233.15	233.15	0.00%
3.7	51.5	1	3.7	0.0	0.0	0.0	237.47	0.00	0.00	0.00	0.00%
3.7	51.5	2	1.8	1.8	0.0	0.0	235.02	235.02	0.00	0.00	0.00%
3.7	51.5	3	1.2	1.2	1.2	0.0	234.57	234.57	234.57	0.00	0.00%
3.7	51.5	4	0.9	0.9	0.9	0.9	234.41	234.41	234.41	234.41	0.00%
3.7	52.0	1	3.7	0.0	0.0	0.0	238.66	0.00	0.00	0.00	0.00%
3.7	52.0	2	1.8	1.8	0.0	0.0	236.25	236.25	0.00	0.00	0.00%
3.7	52.0	3	1.2	1.2	1.2	0.0	235.82	235.82	235.82	0.00	0.00%
3.7	52.0	4	0.9	0.9	0.9	0.9	235.67	235.67	235.67	235.67	0.00%
3.7	52.5	1	3.7	0.0	0.0	0.0	239.84	0.00	0.00	0.00	0.00%
3.7	52.5	2	1.8	1.8	0.0	0.0	237.49	237.49	0.00	0.00	0.00%
3.7	52.5	3	1.2	1.2	1.2	0.0	237.07	237.07	237.07	0.00	0.00%
3.7	52.5	4	0.9	0.9	0.9	0.9	236.92	236.92	236.92	236.92	0.00%
3.7	53.0	1	3.7	0.0	0.0	0.0	241.03	0.00	0.00	0.00	0.00%
3.7	53.0	2	1.8	1.8	0.0	0.0	238.72	238.72	0.00	0.00	0.00%
3.7	53.0	3	1.2	1.2	1.2	0.0	238.31	238.31	238.31	0.00	0.00%
3.7	53.0	4	0.9	0.9	0.9	0.9	238.17	238.17	238.17	238.17	0.00%
3.7	53.5	1	3.7	0.0	0.0	0.0	242.20	0.00	0.00	0.00	0.00%
3.7	53.5	2	1.8	1.8	0.0	0.0	239.94	239.94	0.00	0.00	0.00%
3.7	53.5	3	1.2	1.2	1.2	0.0	239.54	239.54	239.54	0.00	0.00%
3.7	53.5	4	0.9	0.9	0.9	0.9	239.42	239.42	239.42	239.42	0.00%
3.7	54.0	1	3.7	0.0	0.0	0.0	243.37	0.00	0.00	0.00	0.00%
3.7	54.0	2	1.8	1.8	0.0	0.0	241.15	241.15	0.00	0.00	0.00%
3.7	54.0	3	1.2	1.2	1.2	0.0	240.78	240.78	240.78	0.00	0.00%
3.7	54.0	4	0.9	0.9	0.9	0.9	240.66	240.66	240.66	240.66	0.00%
3.7	54.5	1	3.7	0.0	0.0	0.0	244.55	0.00	0.00	0.00	0.00%
3.7	54.5	2	1.8	1.8	0.0	0.0	242.36	242.36	0.00	0.00	0.00%
3.7	54.5	3	1.2	1.2	1.2	0.0	242.01	242.01	242.01	0.00	0.00%
3.7	54.5	4	0.9	0.9	0.9	0.9	241.89	241.89	241.89	241.89	0.00%
3.7	55.0	1	3.7	0.0	0.0	0.0	245.71	0.00	0.00	0.00	0.00%
3.7	55.0	2	1.8	1.8	0.0	0.0	243.58	243.58	0.00	0.00	0.00%
3.7	55.0	3	1.2	1.2	1.2	0.0	243.23	243.23	243.23	0.00	0.00%
3.7	55.0	4	0.9	0.9	0.9	0.9	243.12	243.12	243.12	243.12	0.00%
3.7	55.5	1	3.7	0.0	0.0	0.0	246.86	0.00	0.00	0.00	0.00%
3.7	55.5	2	1.8	1.8	0.0	0.0	244.78	244.78	0.00	0.00	0.00%
3.7	55.5	3	1.2	1.2	1.2	0.0	244.45	244.45	244.45	0.00	0.00%
3.7	55.5	4	0.9	0.9	0.9	0.9	244.35	244.35	244.35	244.35	0.00%
3.7	56.0	1	3.7	0.0	0.0	0.0	248.02	0.00	0.00	0.00	0.00%
3.7	56.0	2	1.8	1.8	0.0	0.0	245.97	245.97	0.00	0.00	0.00%
3.7	56.0	3	1.2	1.2	1.2	0.0	245.66	245.66	245.66	0.00	0.00%
3.7	56.0	4	0.9	0.9	0.9	0.9	245.57	245.57	245.57	245.57	0.00%
3.7	56.5	1	3.7	0.0	0.0	0.0	249.16	0.00	0.00	0.00	0.00%
3.7	56.5	2	1.8	1.8	0.0	0.0	247.17	247.17	0.00	0.00	0.00%
3.7	56.5	3	1.2	1.2	1.2	0.0	246.86	246.86	246.86	0.00	0.00%
3.7	56.5	4	0.9	0.9	0.9	0.9	246.79	246.79	246.79	246.79	0.00%
3.7	57.0	1	3.7	0.0	0.0	0.0	250.31	0.00	0.00	0.00	0.00%
3.7	57.0	2	1.8	1.8	0.0	0.0	248.36	248.36	0.00	0.00	0.00%
3.7	57.0	3	1.2	1.2	1.2	0.0	248.07	248.07	248.07	0.00	0.00%
3.7	57.0	4	0.9	0.9	0.9	0.9	248.00	248.00	248.00	248.00	0.00%
3.7	57.5	1	3.7	0.0	0.0	0.0	251.45	0.00	0.00	0.00	0.00%
3.7	57.5	2	1.8	1.8	0.0	0.0	249.54	249.54	0.00	0.00	0.00%
3.7	57.5	3	1.2	1.2	1.2	0.0	249.27	249.27	249.27	0.00	0.00%
3.7	57.5	4	0.9	0.9	0.9	0.9	249.20	249.20	249.20	249.20	0.00%
3.7	58.0	1	3.7	0.0	0.0	0.0	252.58	0.00	0.00	0.00	0.00%
3.7	58.0	2	1.8	1.8	0.0	0.0	250.72	250.72	0.00	0.00	0.00%
3.7	58.0	3	1.2	1.2	1.2	0.0	250.46	250.46	250.46	0.00	0.00%
3.7	58.0	4	0.9	0.9	0.9	0.9	250.41	250.41	250.41	250.41	0.00%
3.7	58.5	1	3.7	0.0	0.0	0.0	253.71	0.00	0.00	0.00	0.00%
3.7	58.5	2	1.8	1.8	0.0	0.0	251.89	251.89	0.00	0.00	0.00%
3.7	58.5	3	1.2	1.2	1.2	0.0	251.65	251.65	251.65	0.00	0.00%
3.7	58.5	4	0.9	0.9	0.9	0.9	251.60	251.60	251.60	251.60	0.00%
3.7	59.0	1	3.7	0.0	0.0	0.0	254.84	0.00	0.00	0.00	0.00%
3.7	59.0	2	1.8	1.8	0.0	0.0	253.06	253.06	0.00	0.00	0.00%
3.7	59.0	3	1.2	1.2	1.2	0.0	252.83	252.83	252.83	0.00	0.00%
3.7	59.0	4	0.9	0.9	0.9	0.9	252.79	252.79	252.79	252.79	0.00%
3.7	59.5	1	3.7	0.0	0.0	0.0	255.95	0.00	0.00	0.00	0.00%
3.7	59.5	2	1.8	1.8	0.0	0.0	254.23	254.23	0.00	0.00	0.00%
3.7	59.5	3	1.2	1.2	1.2	0.0	254.01	254.01	254.01	0.00	0.00%
3.7	59.5	4	0.9	0.9	0.9	0.9	253.98	253.98	253.98	253.98	0.00%
3.7	60.0	1	3.7	0.0	0.0	0.0	257.07	0.00	0.00	0.00	0.00%
3.7	60.0	2	1.8	1.8	0.0	0.0	255.38	255.38	0.00	0.00	0.00%
3.7	60.0	3	1.2	1.2	1.2	0.0	255.19	255.19	255.19	0.00	0.00%
3.7	60.0	4	0.9	0.9	0.9	0.9	255.16	255.16	255.16	255.16	0.00%
3.7	60.5	1	3.7	0.0	0.0	0.0	258.18	0.00	0.00	0.00	0.00%
3.7	60.5	2	1.8	1.8	0.0	0.0	256.54	256.54	0.00	0.00	0.00%
3.7	60.5	3	1.2	1.2	1.2	0.0	256.36	256.36	256.36	0.00	0.00%
3.7	60.5	4	0.9	0.9	0.9	0.9	256.33	256.33	256.33	256.33	0.00%
3.7	61.0	1	3.7	0.0	0.0	0.0	259.28	0.00	0.00	0.00	0.00%
3.7	61.0	2	1.8	1.8	0.0	0.0	257.69	257.69	0.00	0.00	0.00%
3.7	61.0	3	1.2	1.2	1.2	0.0	257.53	257.53	257.53	0.00	0.00%
3.7	61.0	4	0.9	0.9	0.9	0.9	257.51	257.51	257.51	257.51	0.00%
3.7	61.5	1	3.7	0.0	0.0	0.0	260.39	0.00	0.00	0.00	0.00%
3.7	61.5	2	1.8	1.8	0.0	0.0	258.83	258.83	0.00	0.00	0.00%
3.7	61.5	3	1.2	1.2	1.2	0.0	258.68	258.68	258.68	0.00	0.00%
3.7	61.5	4	0.9	0.9	0.9	0.9	258.67	258.67	258.67	258.67	0.00%
3.7	62.0	1	3.7	0.0	0.0	0.0	261.48	0.00	0.00	0.00	0.00%
3.7	62.0	2	1.8	1.8	0.0	0.0	259.97	259.97	0.00	0.00	0.00%
3.7	62.0	3	1.2	1.2	1.2	0.0	259.83	259.83	259.83	0.00	0.00%
3.7	62.0	4	0.9	0.9	0.9	0.9	259.83	259.83	259.83	259.83	0.00%
3.7	62.5	1	3.7	0.0	0.0	0.0	262.57	0.00	0.00	0.00	0.00%
3.7	62.5	2	1.8	1.8	0.0	0.0	261.10	261.10	0.00	0.00	0.00%
3.7	62.5	3	1.2	1.2	1.2	0.0	260.99	260.99	260.99	0.00	0.00%
3.7	62.5	4	0.9	0.9	0.9	0.9	260.99	260.99	260.99	260.99	0.00%
3.7	63.0	1	3.7	0.0	0.0	0.0	263.66	0.00	0.00	0.00	0.00%
3.7	63.0	2	1.8	1.8	0.0	0.0	262.24	262.24	0.00	0.00	0.00%
3.7	63.0	3	1.2	1.2	1.2	0.0	262.13	262.13	262.13	0.00	0.00%
3.7	63.0	4	0.9	0.9	0.9	0.9	262.14	262.14	262.14	262.14	0.00%
3.7	63.5	1	3.7	0.0	0.0	0.0	264.73	0.00	0.00	0.00	0.00%
3.7	63.5	2	1.8	1.8	0.0	0.0	263.36	263.36	0.00	0.00	0.00%
3.7	63.5	3	1.2	1.2	1.2	0.0	263.27	263.27	263.27	0.00	0.00%
3.7	63.5	4	0.9	0.9	0.9	0.9	263.29	263.29	263.29	263.29	0.00%
3.7	64.0	1	3.7	0.0	0.0	0.0	265.81	0.00	0.00	0.00	0.00%
3.7	64.0	2	1.8	1.8	0.0	0.0	264.48	264.48	0.00	0.00	0.00%
3.7	64.0	3	1.2	1.2	1.2	0.0	264.40	264.40	264.40	0.00	0.00%
3.7	64.0	4	0.9	0.9	0.9	0.9	264.43	264.43	264.43	264.43	0.00%
3.7	64.5	1	3.7	0.0	0.0	0.0	266.88	0.00	0.00	0.00	0.00%
3.7	64.5	2	1.8	1.8	0.0	0.0	265.60	265.60	0.00	0.00	0.00%
3.7	64.5	3	1.2	1.2	1.2	0.0	265.54	265.54	265.54	0.00	0.00%
3.7	64.5	4	0.9	0.9	0.9	0.9	265.57	265.57	265.57	265.57	0.00%
3.7	65.0	1	3.7	0.0	0.0	0.0	267.94	0.00	0.00	0.00	0.00%
3.7	65.0	2	1.8	1.8	0.0	0.0	266.71	266.71	0.00	0.00	0.00%
3.7	65.0	3	1.2	1.2	1.2	0.0	266.66	266.66	266.66	0.00	0.00%
3.7	65.0	4	0.9	0.9	0.9	0.9	266.70	266.70	266.70	266.70	0.00%
3.7	65.5	1	3.7	0.0	0.0	0.0	269.01	0.00	0.00	0.00	0.00%
3.7	65.5	2	1.8	1.8	0.0	0.0	267.82	267.82	0.00	0.00	0.00%
3.7	65.5	3	1.2	1.2	1.2	0.0	267.78	267.78	267.78	0.00	0.00%
3.7	65.5	4	0.9	0.9	0.9	0.9	267.83	267.83	267.83	267.83	0.00%
3.7	66.0	1	3.7	0.0	0.0	0.0	270.07	0.00	0.00	0.00	0.00%
3.7	66.0	2	1.8	1.8	0.0	0.0	268.91	268.91	0.00	0.00	0.00%
3.7	66.0	3	1.2	1.2	1.2	0.0	268.89	268.89	268.89	0.00	0.00%
3.7	66.0	4	0.9	0.9	0.9	0.9	268.95	268.95	268.95	268.95	0.00%
3.7	66.5	1	3.7	0.0	0.0	0.0	271.12	0.00	0.00	0.00	0.00%
3.7	66.5	2	1.8	1.8	0.0	0.0	270.01	270.01	0.00	0.00	0.00%
3.7	66.5	3	1.2	1.2	1.2	0.0	270.01	270.01	270.01	0.00	0.00%
3.7	66.5	4	0.9	0.9	0.9	0.9	270.07	270.07	270.07	270.07	0.00%
3.7	67.0	1	3.7	0.0	0.0	0.0	272.16	0.00	0.00	0.00	0.00%
3.7	67.0	2	1.8	1.8	0.0	0.0	271.11	271.11	0.00	0.00	0.00%
3.7	67.0	3	1.2	1.2	1.2	0.0	271.12	271.12	271.12	0.00	0.00%
3.7	67.0	4	0.9	0.9	0.9	0.9	271.18	271.18	271.18	271.18	0.00%
3.7	67.5	1	3.7	0.0	0.0	0.0	273.20	0.00	0.00	0.00	0.00%
3.7	67.5	2	1.8	1.8	0.0	0.0	272.19	272.19	0.00	0.00	0.00%
3.7	67.5	3	1.2	1.2	1.2	0.0	272.21	272.21	272.21	0.00	0.00%
3.7	67.5	4	0.9	0.9	0.9	0.9	272.30	272.30	272.30	272.30	0.00%
3.7	68.0	1	3.7	0.0	0.0	0.0	274.24	0.00	0.00	0.00	0.00%
3.7	68.0	2	1.8	1.8	0.0	0.0	273.27	273.27	0.00	0.00	0.00%
3.7	68.0	3	1.2	1.2	1.2	0.0	273.31	273.31	273.31	0.00	0.00%
3.7	68.0	4	0.9	0.9	0.9	0.9	273.39	273.39	273.39	273.39	0.00%
3.7	68.5	1	3.7	0.0	0.0	0.0	275.27	0.00	0.00	0.00	0.00%
3.7	68.5	2	1.8	1.8	0.0	0.0	274.35	274.35	0.00	0.00	0.00%
3.7	68.5	3	1.2	1.2	1.2	0.0	274.40	274.40	274.40	0.00	0.00%
3.7	68.5	4	0.9	0.9	0.9	0.9	274.50	274.50	274.50	274.50	0.00%
3.7	69.0	1	3.7	0.0	0.0	0.0	276.29	0.00	0.00	0.00	0.00%
3.7	69.0	2	1.8	1.8	0.0	0.0	275.42	275.42	0.00	0.00	0.00%
3.7	69.0	3	1.2	1.2	1.2	0.0	275.49	275.49	275.49	0.00	0.00%
3.7	69.0	4	0.9	0.9	0.9	0.9	275.59	275.59	275.59	275.59	0.00%
3.7	69.5	1	3.7	0.0	0.0	0.0	277.32	0.00	0.00	0.00	0.00%
3.7	69.5	2	1.8	1.8	0.0	0.0	276.49	276.49	0.00	0.00	0.00%
3.7	69.5	3	1.2	1.2	1.2	0.0	276.57	276.57	276.57	0.00	0.00%
3.7	69.5	4	0.9	0.9	0.9	0.9	276.68	276.68	276.68	276.68	0.00%
3.7	70.0	1	3.7	0.0	0.0	0.0	278.33	0.00	0.00	0.00	0.00%
3.7	70.0	2	1.8	1.8	0.0	0.0	277.55	277.55	0.00	0.00	0.00%
3.7	70.0	3	1.2	1.2	1.2	0.0	277.64	277.64	277.64	0.00	0.00%
3.7	70.0	4	0.9	0.9	0.9	0.9	277.76	277.76	277.76	277.76	0.00%
3.7	70.5	1	3.7	0.0	0.0	0.0	279.35	0.00	0.00	0.00	0.00%
3.7	70.5	2	1.8	1.8	0.0	0.0	278.60	278.60	0.00	0.00	0.00%
3.7	70.5	3	1.2	1.2	1.2	0.0	278.72	278.72	278.72	0.00	0.00%
3.7	70.5	4	0.9	0.9	0.9	0.9	278.85	278.85	278.85	278.85	0.00%
3.7	71.0	1	3.7	0.0	0.0	0.0	280.36	0.00	0.00	0.00	0.00%
3.7	71.0	2	1.8	1.8	0.0	0.0	279.66	279.66	0.00	0.00	0.00%
3.7	71.0	3	1.2	1.2	1.2	0.0	279.79	279.79	279.79	0.00	0.00%
3.7	71.0	4	0.9	0.9	0.9	0.9	279.91	279.91	279.91	279.91	0.00%
3.7	71.5	1	3.7	0.0	0.0	0.0	281.36	0.00	0.00	0.00	0.00%
3.7	71.5	2	1.8	1.8	0.0	0.0	280.71	280.71	0.00	0.00	0.00%
3.7	71.5	3	1.2	1.2	1.2	0.0	280.84	280.84	280.84	0.00	0.00%
3.7	71.5	4	0.9	0.9	0.9	0.9	280.99	280.99	280.99	280.99	0.00%
3.7	72.0	1	3.7	0.0	0.0	0.0	282.36	0.00	0.00	0.00	0.00%
3.7	72.0	2	1.8	1.8	0.0	0.0	281.75	281.75	0.00	0.00	0.00%
3.7	72.0	3	1.2	1.2	1.2	0.0	281.90	281.90	281.90	0.00	0.00%
3.7	72.0	4	0.9	0.9	0.9	0.9	282.05	282.05	282.05	282.05	0.00%
3.7	72.5	1	3.7	0.0	0.0	0.0	283.35	0.00	0.00	0.00	0.00%
3.7	72.5	2	1.8	1.8	0.0	0.0	282.78	282.78	0.00	0.00	0.00%
3.7	72.5	3	1.2	1.2	1.2	0.0	282.96	282.96	282.96	0.00	0.00%
3.7	72.5	4	0.9	0.9	0.9	0.9	283.11	283.11	283.11	283.11	0.00%
3.7	73.0	1	3.7	0.0	0.0	0.0	284.34	0.00	0.00	0.00	0.00%
3.7	73.0	2	1.8	1.8	0.0	0.0	283.82	283.82	0.00	0.00	0.00%
3.7	73.0	3	1.2	1.2	1.2	0.0	284.01	284.01	284.01	0.00	0.00%
3.7	73.0	4	0.9	0.9	0.9	0.9	284.16	284.16	284.16	284.16	0.00%
3.7	73.5	1	3.7	0.0	0.0	0.0	285.32	0.00	0.00	0.00	0.00%
3.7	73.5	2	1.8	1.8	0.0	0.0	284.84	284.84	0.00	0.00	0.00%
3.7	73.5	3	1.2	1.2	1.2	0.0	285.04	285.04	285.04	0.00	0.00%
3.7	73.5	4	0.9	0.9	0.9	0.9	285.22	285.22	285.22	285.22	0.00%
3.7	74.0	1	3.7	0.0	0.0	0.0	286.30	0.00	0.00	0.00	0.00%
3.7	74.0	2	1.8	1.8	0.0	0.0	285.87	285.87	0.00	0.00	0.00%
3.7	74.0	3	1.2	1.2	1.2	0.0	286.08	286.08	286.08	0.00	0.00%
3.7	74.0	4	0.9	0.9	0.9	0.9	286.26	286.26	286.26	286.26	0.00%
3.7	74.5	1	3.7	0.0	0.0	0.0	287.28	0.00	0.00	0.00	0.00%
3.7	74.5	2	1.8	1.8	0.0	0.0	286.89	286.89	0.00	0.00	0.00%
3.7	74.5	3	1.2	1.2	1.2	0.0	287.12	287.12	287.12	0.00	0.00%
3.7	74.5	4	0.9	0.9	0.9	0.9	287.30	287.30	287.30	287.30	0.00%
3.7	75.0	1	3.7	0.0	0.0	0.0	288.24	0.00	0.00	0.00	0.00%
3.7	75.0	2	1.8	1.8	0.0	0.0	287.90	287.90	0.00	0.00	0.00%
3.7	75.0	3	1.2	1.2	1.2	0.0	288.15	288.15	288.15	0.00	0.00%
3.7	75.0	4	0.9	0.9	0.9	0.9	288.33	288.33	288.33	288.33	0.00%
3.7	75.5	1	3.7	0.0	0.0	0.0	289.21	0.00	0.00	0.00	0.00%
3.7	75.5	2	1.8	1.8	0.0	0.0	288.90	288.90	0.00	0.00	0.00%
3.7	75.5	3	1.2	1.2	1.2	0.0	289.17	289.17	289.17	0.00	0.00%
3.7	75.5	4	0.9	0.9	0.9	0.9	289.37	289.37	289.37	289.37	0.00%
3.7	76.0	1	3.7	0.0	0.0	0.0	290.17	0.00	0.00	0.00	0.00%
3.7	76.0	2	1.8	1.8	0.0	0.0	289.91	289.91	0.00	0.00	0.00%
3.7	76.0	3	1.2	1.2	1.2	0.0	290.19	290.19	290.19	0.00	0.00%
3.7	76.0	4	0.9	0.9	0.9	0.9	290.39	290.39	290.39	290.39	0.00%
3.7	76.5	1	3.7	0.0	0.0	0.0	291.12	0.00	0.00	0.00	0.00%
3.7	76.5	2	1.8	1.8	0.0	0.0	290.91	290.91	0.00	0.00	0.00%
3.7	76.5	3	1.2	1.2	1.2	0.0	291.20	291.20	291.20	0.00	0.00%
3.7	76.5	4	0.9	0.9	0.9	0.9	291.42	291.42	291.42	291.42	0.00%
3.7	77.0	1	3.7	0.0	0.0	0.0	292.07	0.00	0.00	0.00	0.00%
3.7	77.0	2	1.8	1.8	0.0	0.0	291.90	291.90	0.00	0.00	0.00%
3.7	77.0	3	1.2	1.2	1.2	0.0	292.21	292.21	292.21	0.00	0.00%
3.7	77.0	4	0.9	0.9	0.9	0.9	292.43	292.43	292.43	292.43	0.00%
3.7	77.5	1	3.7	0.0	0.0	0.0	293.01	0.00	0.00	0.00	0.00%
3.7	77.5	2	1.8	1.8	0.0	0.0	292.89	292.89	0.00	0.00	0.00%
3.7	77.5	3	1.2	1.2	1.2	0.0	293.21	293.21	293.21	0.00	0.00%
3.7	77.5	4	0.9	0.9	0.9	0.9	293.44	293.44	293.44	293.44	0.00%
3.7	78.0	1	3.7	0.0	0.0	0.0	293.95	0.00	0.00	0.00	0.00%
3.7	78.0	2	1.8	1.8	0.0	0.0	293.88	293.88	0.00	0.00	0.00%
3.7	78.0	3	1.2	1.2	1.2	0.0	294.21	294.21	294.21	0.00	0.00%
